NCT Number,Study Title,Study URL,Study Status,Conditions,Interventions,Sponsor,Collaborators,Study Type
NCT05811442,Study of 50561 in Patients With Mild or Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05811442,COMPLETED,Alzheimer's Disease,DRUG: 50561 high dose|DRUG: 50561 low dose|DRUG: Placebo,Beijing Joekai Biotechnology LLC,,INTERVENTIONAL
NCT04850053,Detection of Alzheimer's Disease (AD)-Related Seeds for AD Diagnosis,https://clinicaltrials.gov/study/NCT04850053,RECRUITING,Alzheimer's Disease,,Capital Medical University,Shandong Provincial Hospital|Xiangya Hospital of Central South University|Zhejiang Provincial People's Hospital|Beijing Geriatric Hospital|Kaifeng Central Hospital|The First Affiliated Hospital of Chongqing Medical Universty|Huashan Hospital|First Affiliated Hospital Xi'an Jiaotong University|West China Hospital|Henan Provincial People's Hospital,OBSERVATIONAL
NCT06976216,A Study to Evaluate the Efficacy and Safety of KarXT + KarX-EC for Cognitive Impairment in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06976216,RECRUITING,Alzheimer's Disease,DRUG: KarXT|DRUG: KarX-EC|OTHER: Placebo,Bristol-Myers Squibb,,INTERVENTIONAL
NCT06976203,A Study to Evaluate the Efficacy and Safety of KarXT + KarX-EC for Cognitive Impairment in Alzheimer's Disease (MINDSET 2),https://clinicaltrials.gov/study/NCT06976203,RECRUITING,Alzheimer's Disease,DRUG: KarXT|DRUG: KarX-EC|OTHER: Placebo,Bristol-Myers Squibb,,INTERVENTIONAL
NCT06653153,A Study of Remternetug (LY3372993) in Early Alzheimer's Disease (TRAILRUNNER-ALZ 3),https://clinicaltrials.gov/study/NCT06653153,ACTIVE_NOT_RECRUITING,Alzheimer's Disease,DRUG: Remternetug|DRUG: Placebo,Eli Lilly and Company,,INTERVENTIONAL
NCT07060391,A Prospective Multicenter RCT Study of Deep Jugular Lymphovenous Anastomosis in the Treatment of Alzheimer's Disease,https://clinicaltrials.gov/study/NCT07060391,NOT_YET_RECRUITING,Alzheimer's Disease,PROCEDURE: Deep cervical lymphatic-venous anastomosis|DRUG: Donepezil drug treatment,Shanghai Jiao Tong University School of Medicine,,INTERVENTIONAL
NCT03699644,Multimodal Ocular Imaging in Neurodegeneration,https://clinicaltrials.gov/study/NCT03699644,COMPLETED,Alzheimer Disease|Alzheimer Dementia|Frontotemporal Dementia,DEVICE: Spectral-Domain Optical Coherence Tomography (SD-OCT)|DEVICE: Magnetic Resonance Imaging (MRI)|DEVICE: Positron Emission Tomography (PET)|DIAGNOSTIC_TEST: Comprehensive Ophthalmic Examination|DEVICE: Fundus Photography,University of Michigan,,OBSERVATIONAL
NCT05020106,The Diagnostic Cut-off Value of Core Biomarkers of Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05020106,RECRUITING,Alzheimer's Disease,,Capital Medical University,"Shandong Provincial Hospital|Second Affiliated Hospital, School of Medicine, Zhejiang University|Xiangya Hospital of Central South University|Huashan Hospital|The First Hospital of Jilin University",OBSERVATIONAL
NCT05793372,Hyperhomocysteinemia in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05793372,UNKNOWN,Alzheimer Disease|Homocystinemia,OTHER: Retrospective study of clinical features,"Central Hospital, Nancy, France",,OBSERVATIONAL
NCT06343636,A Phase 1 Study of VG-3927 in Healthy Adults and Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06343636,COMPLETED,Healthy|Alzheimer Disease,DRUG: VG-3927|DRUG: Placebo|DRUG: VG-3927,"Vigil Neuroscience, Inc.",,INTERVENTIONAL
NCT06947941,A Study to Evaluate Safety and Efficacy of KarXT + KarX-EC as a Treatment for Psychosis Associated With Alzheimer's Disease (ADEPT-5),https://clinicaltrials.gov/study/NCT06947941,RECRUITING,Alzheimer Disease|Psychosis,DRUG: KarXT|DRUG: KarX-EC|DRUG: KarXT + KarX-EC Arm Matching Placebo,Bristol-Myers Squibb,,INTERVENTIONAL
NCT01677754,A Study of RO4602522 in Participants With Moderate Severity Alzheimer Disease on Background Alzheimer Disease Therapy,https://clinicaltrials.gov/study/NCT01677754,COMPLETED,Alzheimer's Disease,DRUG: RO4602522|DRUG: Placebo|DRUG: Donepezil|DRUG: Memantine|DRUG: Rivastigmine|DRUG: Galantamine,Hoffmann-La Roche,,INTERVENTIONAL
NCT05551741,A First in Human Study of IBC-Ab002 in Persons With Early Alzheimer's Disease (AD),https://clinicaltrials.gov/study/NCT05551741,COMPLETED,Alzheimer's Disease,BIOLOGICAL: IBC-Ab002|OTHER: Placebo,Immunobrain Checkpoint,National Institute on Aging (NIA)|Alzheimer's Association,INTERVENTIONAL
NCT07118137,Memory Deterioration in Alzheimer Disease,https://clinicaltrials.gov/study/NCT07118137,RECRUITING,Alzheimer Disease|Neurodegenerative Diseases|Magnetic Resonance Imaging|Memory Impairment,DEVICE: 7T MRI|DEVICE: EEG|BIOLOGICAL: Blood samples|BIOLOGICAL: Stool samples|DIAGNOSTIC_TEST: Neuropsychologic test (MoCA),Norwegian University of Science and Technology,,OBSERVATIONAL
NCT04073225,"Optimizing Cognitive, Environmental, and Neuromotor Stimulation in Traumatic Brain Injury",https://clinicaltrials.gov/study/NCT04073225,COMPLETED,Traumatic Brain Injury|Dementia Alzheimers|Military Activity,DEVICE: MindPod Dolphin|BEHAVIORAL: 10 Keys to Healthy Aging,Johns Hopkins University,United States Department of Defense,INTERVENTIONAL
NCT06937229,A Study to Evaluate the Long-term Efficacy and Safety of KarXT + KarX-EC for Agitation in Alzheimer's Disease (ADAGIO-3),https://clinicaltrials.gov/study/NCT06937229,RECRUITING,Alzheimer Disease|Agitation,DRUG: KarXT|DRUG: KarX-EC,Bristol-Myers Squibb,,INTERVENTIONAL
NCT05804383,A Multiple Ascending Dose Study in Healthy Volunteers and Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05804383,COMPLETED,Alzheimer's Disease,DRUG: BMS-984923|DRUG: Placebo,Allyx Therapeutics,Yale University|National Institute on Aging (NIA),INTERVENTIONAL
NCT00064870,Alzheimer's Disease Genetics Study,https://clinicaltrials.gov/study/NCT00064870,RECRUITING,Alzheimer Disease|Late Onset Alzheimer Disease|Dementia,,Indiana University,National Institute on Aging (NIA),OBSERVATIONAL
NCT05911932,Investigating Genetic Status in Patients Presenting to Clinic,https://clinicaltrials.gov/study/NCT05911932,RECRUITING,"Dementia, Frontotemporal|Alzheimer Dementia (AD)|Lewy Body Dementia (LBD)",OTHER: Biosample collection.,London Health Sciences Centre Research Institute OR Lawson Research Institute of St. Joseph's,,OBSERVATIONAL
NCT06852352,An Exploratory Study to Confirm Efficacy of Modified Deep Cervical Lymphovenous Anastomosis (LVA) in Alzheimer's Disease/ Parkinson's Disease,https://clinicaltrials.gov/study/NCT06852352,RECRUITING,Alzheimer Disease|Parkinson Disease,PROCEDURE: Modified deep cervical Lymphatic-Venous Anastomosis,Zhejiang Provincial People's Hospital,Zybio Inc.,INTERVENTIONAL
NCT05602727,Efficacy and Safety of MK-1942 as an Adjunct Therapy in Participants With Mild to Moderate Alzheimer's Disease Dementia (MK-1942-008),https://clinicaltrials.gov/study/NCT05602727,TERMINATED,Alzheimer's Disease,DRUG: MK-1942|DRUG: Placebo,Merck Sharp & Dohme LLC,,INTERVENTIONAL
NCT06523296,Presence of Anti-RACH Antibodies and Neurocognitive Disorder in Myasthenic or Alzheimers's Patients.,https://clinicaltrials.gov/study/NCT06523296,RECRUITING,Alzheimer Disease|Myasthenia,PROCEDURE: Adults with Alzheimer's disease|PROCEDURE: Adults with Myasthenia|OTHER: Healhty controls,Centre Hospitalier Universitaire de Nice,,INTERVENTIONAL
NCT04312399,Hormone Replacement Trial Against ALzheimers' Disease,https://clinicaltrials.gov/study/NCT04312399,RECRUITING,Postmenopausal Symptoms|Alzheimer Disease,PROCEDURE: blood take,"University Hospital, Ghent",,INTERVENTIONAL
NCT02438202,Electroconvulsive Therapy for Treatment of Alzheimer´s Disease,https://clinicaltrials.gov/study/NCT02438202,NOT_YET_RECRUITING,Alzheimer's Disease,DEVICE: Thymatron IV device (Somatics),"Central Institute of Mental Health, Mannheim",,INTERVENTIONAL
NCT06141356,[18F]Florbetazine ([18F]92) for Beta Amyloid PET Imaging in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06141356,UNKNOWN,Alzheimer's Disease,DRUG: [18F]Florbetazine ([18F]92)|DRUG: [11C]PIB,Peking Union Medical College Hospital,,OBSERVATIONAL
NCT03638583,Alzheimer Prevention Trials (APT) Webstudy,https://clinicaltrials.gov/study/NCT03638583,RECRUITING,Alzheimer Disease|Dementia,,University of Southern California,National Institute on Aging (NIA)|Brigham and Women's Hospital|The Cleveland Clinic,OBSERVATIONAL
NCT02317523,Alzheimer's Caregiver Coping: Mental and Physical Health,https://clinicaltrials.gov/study/NCT02317523,COMPLETED,Alzheimer Disease|Alzheimer Dementia|Alzheimer's Disease|Dementia,BEHAVIORAL: Behavioral Activation|BEHAVIORAL: Information and Support,"University of California, San Diego",National Institute on Aging (NIA),INTERVENTIONAL
NCT00334568,Effects Of Rosiglitazone (Extended Release Tablets) On Cerebral Glucose Utilisation And Cognition Alzheimers Disease,https://clinicaltrials.gov/study/NCT00334568,TERMINATED,Alzheimer's Disease,DRUG: Rosiglitazone XR (extended release) oral tablets|DRUG: Placebo,GlaxoSmithKline,,INTERVENTIONAL
NCT06199037,Safety and Pharmacodynamics of SHR-1707 in Alzheimer's Disease Patients,https://clinicaltrials.gov/study/NCT06199037,RECRUITING,Alzheimer's Disease,DRUG: SHR-1707|DRUG: SHR-1707 placebo,"Shanghai Hengrui Pharmaceutical Co., Ltd.",,INTERVENTIONAL
NCT00842673,Preliminary Efficacy and Safety Study of ST101 in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00842673,COMPLETED,Alzheimer's Disease,DRUG: ST101|DRUG: ST101|DRUG: ST101|DRUG: Placebo,"Sonexa Therapeutics, Inc.",,INTERVENTIONAL
NCT06964230,A Phase 2b/3 Clinical Study Evaluating T3D-959 in Mild-to-Moderate Alzheimer's Disease Subjects,https://clinicaltrials.gov/study/NCT06964230,NOT_YET_RECRUITING,Alzheimer's Disease,DRUG: T3D-959|OTHER: Placebo Comparator,"T3D Therapeutics, Inc.",,INTERVENTIONAL
NCT07034222,12-Month Real-World Safety & Efficacy of Lecanemab in Early Alzheimer's Disease,https://clinicaltrials.gov/study/NCT07034222,ACTIVE_NOT_RECRUITING,Alzheimer's Disease(AD),"DRUG: Administer Leqemi 10 mg/kg, every two weeks.",Ruijin Hospital,,INTERVENTIONAL
NCT04949529,Falls: A Marker of Preclinical AD,https://clinicaltrials.gov/study/NCT04949529,COMPLETED,Fall|Alzheimer Disease,,Washington University School of Medicine,National Institute on Aging (NIA),OBSERVATIONAL
NCT05463731,A Study of Remternetug (LY3372993) in Participants With Alzheimer's Disease (TRAILRUNNER-ALZ 1),https://clinicaltrials.gov/study/NCT05463731,ACTIVE_NOT_RECRUITING,Alzheimer's Disease,DRUG: Remternetug (IV)|DRUG: Remternetug (SC)|DRUG: Placebo,Eli Lilly and Company,,INTERVENTIONAL
NCT04308304,MK-1942/Donepezil Interactions in Participants With Alzheimer's Disease (MK-1942-005),https://clinicaltrials.gov/study/NCT04308304,COMPLETED,Alzheimer's Disease,DRUG: MK-1942|DRUG: Donepezil|DRUG: Placebo,Merck Sharp & Dohme LLC,,INTERVENTIONAL
NCT07105709,Open-label Extension Study in Participants With Early Alzheimer's Disease,https://clinicaltrials.gov/study/NCT07105709,RECRUITING,Alzheimer's Disease,DRUG: GSK4527226,GlaxoSmithKline,Alector Inc.,INTERVENTIONAL
NCT05176704,Development and Validation of a Novel Functional Eye-Tracking Software Application for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05176704,UNKNOWN,Alzheimer's Disease,DEVICE: Eye-Tracking,Innodem Neurosciences,,OBSERVATIONAL
NCT02956486,A 24-Month Study to Evaluate the Efficacy and Safety of Elenbecestat (E2609) in Participants With Early Alzheimer's Disease,https://clinicaltrials.gov/study/NCT02956486,TERMINATED,Alzheimer's Disease,DRUG: Elenbecestat|DRUG: Placebo,"Eisai Co., Ltd.",Biogen,INTERVENTIONAL
NCT06114745,A Trial of SHR-1707 Infusion in Patients With Mild Cognitive Impairment Due to Alzheimer's Disease and Mild Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06114745,COMPLETED,Alzheimer's Disease (AD),DRUG: SHR-1707 injection|DRUG: Placebo,Atridia Pty Ltd.,,INTERVENTIONAL
NCT04699786,Returning Research Results That Indicate Risk of Alzheimer Disease Dementia to Healthy Participants in Longitudinal Studies,https://clinicaltrials.gov/study/NCT04699786,ACTIVE_NOT_RECRUITING,Alzheimer Disease|Dementia of Alzheimer Type,"OTHER: Arm A , Arm B, Arm C, & Arm D",Washington University School of Medicine,,INTERVENTIONAL
NCT05476783,A Long Term Extension Study to Assess the Safety of TB006 in Participants With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05476783,TERMINATED,Alzheimer's Disease,DRUG: TB006,"TrueBinding, Inc.",,INTERVENTIONAL
NCT07214727,A Study to Evaluate ALN-5288 in Patients With Alzheimer's Disease,https://clinicaltrials.gov/study/NCT07214727,RECRUITING,Alzheimer's Disease,DRUG: ALN-5288|DRUG: Placebo,Alnylam Pharmaceuticals,Regeneron Pharmaceuticals,INTERVENTIONAL
NCT06245616,Attenuation of Postprandial Inflammatory Processes in Alzheimer's Disease Patients by Consumption of Pomace Oil,https://clinicaltrials.gov/study/NCT06245616,ACTIVE_NOT_RECRUITING,Alzheimer's Disease,DIETARY_SUPPLEMENT: Consumption of olive pomace olive oil by alzheimer's patients|DIETARY_SUPPLEMENT: Consumption of high-oleic sunflower oil by alzheimer's patients,Spanish National Research Council,,INTERVENTIONAL
NCT06840587,Connect-Home: Alzheimer's Disease and Related Dementias,https://clinicaltrials.gov/study/NCT06840587,RECRUITING,Alzheimer Disease|Dementia,BEHAVIORAL: Connect-Home ADRD,"University of North Carolina, Chapel Hill",National Institute of Nursing Research (NINR),INTERVENTIONAL
NCT06833645,[18F]AV45(Aβ) and [18F]AV1451(Tau)PET/CT in the Diagnosis of Early Pathological Changes of Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06833645,RECRUITING,Alzheimer's Disease,OTHER: molecular probe [18F]AV45(Aβ) and [18F]AV1451(Tau),Sichuan Provincial People's Hospital,,OBSERVATIONAL
NCT05059158,Amyloid-β Clearance Mechanisms in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05059158,RECRUITING,Alzheimer's Disease (AD),RADIATION: positron emission tomography (PET),Ludwig-Maximilians - University of Munich,,OBSERVATIONAL
NCT00842816,Preliminary Efficacy and Safety Study of ST101 Plus Aricept in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT00842816,COMPLETED,Alzheimer's Disease,DRUG: ST101|DRUG: ST101|DRUG: ST101|DRUG: Placebo,"Sonexa Therapeutics, Inc.",,INTERVENTIONAL
NCT03520998,A Randomized Study to Assess the Safety of GRF6019 Infusions in Subjects With Mild to Moderate Alzheimer's Disease,https://clinicaltrials.gov/study/NCT03520998,COMPLETED,Alzheimer Disease|Mild to Moderate Alzheimer Disease,DRUG: GRF6019,"Alkahest, Inc.",,INTERVENTIONAL
NCT07208344,Intravenous Infusion of Umbilical Cord Blood as an Adjunctive Treatment for Alzheimer's Disease,https://clinicaltrials.gov/study/NCT07208344,RECRUITING,Alzheimer Disease (AD),"BIOLOGICAL: Intravenous infusion of mononuclear cells from umbilical cord blood|DRUG: Conventional medical treatment：donepezil, rivastigmine or galantamine",Anhui Provincial Hospital,"Shandong Qilu Stem Cell Engineering Co., Ltd.",INTERVENTIONAL
NCT03403257,Brain Attack Surveillance in Corpus Christi--Cognitive (BASIC-Cognitive),https://clinicaltrials.gov/study/NCT03403257,ACTIVE_NOT_RECRUITING,"Dementia|Dementia Alzheimers|Dementia, Vascular|Dementia, Mixed",OTHER: No interventions,University of Michigan,National Institutes of Health (NIH),OBSERVATIONAL
NCT07459959,"LiO-AD: Lithium Orotate in Alzheimers Disease Feasibility, Biomarker Engagement, and Clinical Response",https://clinicaltrials.gov/study/NCT07459959,NOT_YET_RECRUITING,Alzheimer s Disease,DRUG: Lithium orotate|DRUG: Matched Placebo (Capsules),Johns Hopkins University,National Institutes of Health (NIH),INTERVENTIONAL
NCT01466088,"Efficacy, Safety, & Tolerability of AZD3480 Patients With Mild to Moderate Dementia of the Alzheimer's Type (AD)",https://clinicaltrials.gov/study/NCT01466088,COMPLETED,Alzheimer's Disease,DRUG: Donepezil|DRUG: AZD3480,Targacept Inc.,,INTERVENTIONAL
NCT06847321,Study of LHP588 in Subjects With P. Gingivalis-Positive Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06847321,RECRUITING,Alzheimer Disease|Alzheimer Disease Due to P. Gingivalis,DRUG: LHP588|DRUG: LHP588|DRUG: Placebo Drug,"Lighthouse Pharmaceuticals, Inc.",,INTERVENTIONAL
NCT06530732,Deep Cervical Lymphatlc-Venous Anastomosis Surgery for the Treatment of Alzheimer's Disease: A Pilot Study (DIVA Study),https://clinicaltrials.gov/study/NCT06530732,RECRUITING,Alzheimer's Disease,PROCEDURE: Deep Cervical lymphatlc-Venous Anastomosis Surgery|DRUG: Lecanemab,Zhejiang Provincial People's Hospital,,INTERVENTIONAL
NCT05291234,A Study to Assess Safety of ABBV-916 and How Intravenous ABBV-916 Moves Through Body and Affects Brain Amyloid Plaque Clearance in Adult Participants (Aged 50-90 Years) With Early Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05291234,COMPLETED,Alzheimer's Disease (AD),DRUG: ABBV-916|DRUG: Placebo,AbbVie,,INTERVENTIONAL
NCT05681819,"Safety, Tolerability and Pharmacodynamics of SHR-1707 in Alzheimer's Disease Patients.",https://clinicaltrials.gov/study/NCT05681819,COMPLETED,Alzheimer's Disease,DRUG: SHR-1707|DRUG: SHR-1707 placebo,"Shanghai Hengrui Pharmaceutical Co., Ltd.",,INTERVENTIONAL
NCT06732128,Nature-based Virtual Reality Intervention for Depression in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT06732128,RECRUITING,Alzheimer Disease|Depression,OTHER: nature-based virtual reality applications and videos|OTHER: nature-based videos,Centre for Addiction and Mental Health,"St. Mary's Research Center, Canada",INTERVENTIONAL
NCT03884023,Effect of REST in the Alzheimer Disease Continuum,https://clinicaltrials.gov/study/NCT03884023,COMPLETED,Alzheimer's Disease,,"Dongzhimen Hospital, Beijing",,OBSERVATIONAL
NCT05771428,"Study to Assess Adverse Events, Change in Disease Activity and How Oral ABBV-552 Capsules Moves Through the Body of Participants Aged 50 to 90 Years With Mild Alzheimer's Disease",https://clinicaltrials.gov/study/NCT05771428,COMPLETED,Alzheimer's Disease (AD),DRUG: ABBV-552|DRUG: Placebo for ABBV-552,AbbVie,,INTERVENTIONAL
NCT04498650,A Study to Evaluate Safety and Tolerability of Different Doses and Efficacy of PQ912 in Subjects With MCI and Mild AD,https://clinicaltrials.gov/study/NCT04498650,COMPLETED,Early Alzheimers Disease|Mild Cognitive Impairment Due to AD,DRUG: PQ912|DRUG: Placebo,Vivoryon Therapeutics N.V.,"Nordic Bioscience A/S|Amsterdam UMC, location VUmc",INTERVENTIONAL
NCT03269149,Tango for Alzheimer's Disease Patients' Caregivers,https://clinicaltrials.gov/study/NCT03269149,ACTIVE_NOT_RECRUITING,Alzheimer's Disease,OTHER: Adapted Tango Dance|BEHAVIORAL: Educational lectures,Emory University,US Department of Veterans Affairs,INTERVENTIONAL
NCT05582200,Selective PET Imaging of Astrocytes and Microglia in Alzheimer's Disease,https://clinicaltrials.gov/study/NCT05582200,RECRUITING,Alzheimer Disease|Healthy,DRUG: Positron Emission Tomography (PET) using 11C-ER176 for TSPO and 18F-SMBT1 for MAO-B,The Methodist Hospital Research Institute,,OBSERVATIONAL
